1899, 0.38, 0.31, -0.88, -0.30, 3.54, 0.00, -14.40, 11.10, -51.01
1982, 0.38, 0.30, -0.89, -3.35, 1.28, 0.00, -15.75, 10.20, -50.56
2056, 0.38, 0.32, -0.88, -1.28, 1.46, -0.55, -16.50, 10.95, -52.66
2066, 0.39, 0.32, -0.88, -1.46, 0.98, -0.73, -16.05, 10.20, -51.91
2076, 0.39, 0.32, -0.87, -1.40, 0.79, -0.91, -15.60, 11.10, -51.01
2086, 0.39, 0.32, -0.87, -1.34, 0.73, -1.04, -14.85, 10.80, -52.51
2096, 0.38, 0.31, -0.87, -0.85, 0.61, -0.98, -15.75, 10.65, -51.61
2106, 0.39, 0.31, -0.89, -1.28, 0.43, -1.04, -14.10, 10.80, -51.46
2116, 0.39, 0.31, -0.90, -1.77, 0.67, -0.85, -15.90, 11.55, -51.01
2126, 0.39, 0.31, -0.87, -1.89, 1.28, -0.79, -15.75, 9.90, -51.61
2136, 0.39, 0.31, -0.89, -2.13, 1.28, -0.55, -15.15, 10.80, -50.41
2146, 0.39, 0.32, -0.88, -1.95, 1.04, -0.37, -16.65, 11.10, -50.71
2156, 0.39, 0.31, -0.88, -0.91, 1.28, -0.24, -16.20, 11.10, -51.01
2166, 0.38, 0.31, -0.87, -0.67, 1.10, -0.37, -15.60, 10.80, -49.66
2176, 0.39, 0.32, -0.87, -0.73, 0.79, -0.37, -14.85, 10.05, -52.06
2186, 0.39, 0.33, -0.88, -1.28, 0.43, -0.30, -16.50, 11.40, -51.31
2335, 0.39, 0.32, -0.88, -1.04, 0.06, -0.12, -14.85, 10.50, -50.71
2344, 0.39, 0.30, -0.88, -0.79, 0.24, -0.12, -14.10, 10.80, -51.01
2352, 0.38, 0.32, -0.89, -0.98, 1.16, -0.43, -15.90, 9.75, -50.41
2361, 0.39, 0.31, -0.89, -1.28, 1.28, -0.24, -16.20, 9.75, -50.71
2370, 0.39, 0.31, -0.88, -0.91, 0.49, 0.30, -14.70, 10.65, -51.31
2379, 0.39, 0.31, -0.89, -0.49, 0.18, 0.43, -15.00, 10.95, -50.26
2388, 0.40, 0.31, -0.88, -0.91, 0.24, 0.67, -15.75, 12.45, -51.31
2396, 0.39, 0.32, -0.88, -1.59, -0.06, 0.37, -15.00, 11.70, -50.56
2405, 0.39, 0.32, -0.86, -1.46, -0.06, 0.55, -15.75, 10.20, -49.21
2414, 0.39, 0.32, -0.87, -1.28, -0.55, 0.30, -15.75, 10.20, -49.21
2423, 0.39, 0.31, -0.86, -0.79, -0.98, 0.18, -17.10, 10.95, -51.61
2432, 0.39, 0.32, -0.85, -0.61, -0.91, -0.18, -16.80, 10.20, -50.56
2441, 0.39, 0.33, -0.85, -1.52, -0.55, -1.04, -15.30, 9.45, -50.26
2449, 0.39, 0.33, -0.85, -2.93, -2.13, -0.30, -15.75, 11.70, -50.86
2458, 0.39, 0.33, -0.87, -4.21, -5.98, 0.79, -16.80, 9.15, -50.86
2498, 0.37, 0.31, -0.88, -4.33, -6.46, 0.91, -15.30, 9.90, -51.91
2506, 0.39, 0.31, -0.90, -5.55, -4.82, 0.55, -17.85, 10.95, -49.81
2515, 0.38, 0.29, -0.92, -5.61, -3.29, 0.67, -17.55, 10.65, -49.21
